"id","latitude","longitude","addr:city","addr:country","addr:district","addr:full","addr:housename","addr:housenumber","addr:interpolation","addr:number","addr:postcode","addr:street","addr:street:source","alcohol","alt_name","amenity","artwork_type","atm","bicycle:repair","books","brand","building","car_repair","clothes","contact:email","contact:facebook","contact:website","craft","created_by","cuisine","description","designation","diaper","diet:gluten_free","dispensing","distillery","disused:amenity","disused:name","disused:shop","doityourself","email","facebook","fair_trade","fax","fee","female","fhrs:id","fish","from","gallery","healthcare","healthcare:speciality","lawyer","leisure","level","male","massage","medical_system","music","music_genre","name","note","office","old_name","old_old_name","opening_hours","opening_hours:url","operator","organic","payment:bitcoin","phone","religion","rental","repair","retail","roof:levels","second_hand","self_service","service","service:bicycle:rental","service:bicycle:repair","service:bicycle:retail","service:bicycle:second_hand","shop","source","source:shop","tailor:alteration_service","toilets:wheelchair","tourism","trade","twitter","type","uk_postcode_centroid","unisex","url","vending","web","website","wheelchair","wheelchair:description","wholesale"
"node/2335634492",55.93826,-3.1920598,,,,,,"4",,,,"Roseneath Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ishi",,,,,"Mo-We 09:00-18:00; Th 09:00-20:00; Fr 09:00-18:00; Sa 09:00-16:30",,,,,"+44 131 229 4111",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,"http://www.ishisalon.co.uk/",,,
"node/2335634502",55.9379838,-3.191709,,,,,,"8",,,,"Warrender Park Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marchmont Hardware",,,,,,,,,,"+44 131 667 6389",,,,,,,,,,,,,"hardware","survey",,,,,,,,,,,,,"http://www.marchmont-hardware.co.uk/",,,
"node/2335634517",55.9348332,-3.1943689,,,,,,"21C",,,,"Strathearn Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/vintagehaircompany/",,,,,,,,,,,,,,,,,,,"Vintage Hair Company",,,,,"Tu 09:30-14:00; We 09:30-18:00; Th 10:30-19:30; Fr 09:30-18:00; Sa 09:00-17:00",,,,,"+44 131 447 7350",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2335634520",55.9455741,-3.19059,,,,,,"18",,,,"Teviot Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salut",,,,,,,,,,,,,,,,,,,,,,,"deli","survey",,,,,,,,,,,,,,,,
"node/2335634523",55.938262,-3.1923346,,,,,,"8",,,,"Roseneath Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Connection",,,,,"Mo-Su 08:00-20:00",,,,,"+44 131 229 8153",,,,,,,,,,,,,"greengrocer","survey",,,,,,,,,,,,,,,,
"node/2335634531",55.9434323,-3.2022546,,,,,,"18",,,,"Brougham Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nina's Mini market",,,,,,,,,,"+44 131 622 7016",,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/2335634540",55.9384966,-3.1946343,,,,,,"27B",,,,"Marchmont Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyndsay Brown",,,,,,,,,,"+44 131 229 8043",,,,,,,,,,,,,"optician","survey",,,,,,,,,,,,,,,,
"node/2335634549",55.9382627,-3.1924353,,,,,,"10",,,,"Roseneath Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,"Mackintosh Barbers",,,,,,,,,,"+44 131 229 9464",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2335634562",55.9350442,-3.1938506,,,,,,"123",,,,"Marchmont Road",,,,,,,,,,,,,,,,,,,"highest quality in men's traditional hairdressing",,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,"Duke's Barbers",,,,,"Mo-Fr 09:00-18:00; Sa 08:30-17:00",,,,,"+44 131 447 5769",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,"http://www.dukesbarbersedinburgh.com/",,,
"node/2335634573",55.9351095,-3.1944015,,,,,,"138",,,,"Marchmont Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D. Fraser McLeod",,,,,,,,,,,,,,,,,,,,,,,"deli","survey",,,,,,,,,,,,,,,,
"node/2335634577",55.9452438,-3.2049759,,,,,,"151-153",,,,"Lothian Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones",,,,,,,,,,"+44 131 629 2819",,,,,,,,,,,,,"shoes","survey",,,,,,,,,,,,,"https://www.jonesbootmaker.com/",,,
"node/2335634587",55.9453008,-3.2049773,,,,,,"149",,,,"Lothian Road",,,,,,,,,,,,,,,,"locksmith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Timpson",,,,,,,,,,"+44 131 229 6038",,,,,,,,,,,,,"craft","survey",,,,,,,,,,,,,"https://www.timpson.co.uk/stores/edinburgh-lothian-raod/",,,
"node/2335634590",55.9393209,-3.1948231,,,,,,"7",,,,"Marchmont Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"March Hair",,,,,,,,,,"+44 131 228 1108",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,"http://www.march-hair.com/",,,
"node/2335634593",55.945612,-3.190358,,,,,,"14",,,,"Teviot Place",,,,,,,,,,,,,,,,,,,"vintage and retro clothes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W. Armstrong & Son",,,,,,,,,,"+44 131 226 4634",,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://www.armstrongsvintage.co.uk/",,,
"node/2335634594",55.9382662,-3.1929212,,,,,,"17",,,,"Roseneath Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bohemia",,,,,,,,,,"+44 131 478 9609",,,,,,,,,,,,,"boutique","survey",,,,,,,,,,,,,"http://www.bohemiadesign.co.uk/",,,
"node/2335634596",55.9352928,-3.19445,,,,,,"126-128",,,,"Marchmont Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotmid",,,,,"Mo-Su 06:00-24:00",,"Co-operative Group",,,"+44 131 447 0353",,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,"http://www.scotmid.co.uk/","yes",,
"node/2335634603",55.9456362,-3.1902074,,,,,,"11-12",,,,"Teviot Place",,,,,,,,,,,,,,,,,,,"workwear, clothing and personal equipment for catering, healthcare and industrial use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hewats",,,,,"Mo-Fr 09:00-17:00; Sa 09:30-17:00",,,,,"+44 131 225 5705",,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://www.hewats.com/",,,
"node/2335634607",55.9450869,-3.2055908,,,,,,"140",,,,"Lothian Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Futon Company",,,,,,,,,,,,,,,,,,,,,,,"furniture","survey",,,,,,,,,,,,,"http://www.futoncompany.co.uk/",,,
"node/2335634614",55.9458381,-3.18972,,,,,,"18",,,,"Bristo Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napiers",,,,,"Mo 10:00-18:00; Tu-Fr 09:30-18:00; Sa 09:30-17:30; Su 12:00-17:00",,,,,"+44 131 225 5542",,,,,,,,,,,,,"herbalist","survey",,,,,,,,,,,,,"https://napiers.net/",,,
"node/2335634617",55.9365413,-3.1947149,,,,,,"94",,,,"Marchmont Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Edge",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2335634620",55.9384942,-3.197505,,,,,,"71",,,,"Warrender Park Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell Paints",,,,,,,,,,"+44 131 229 1505",,,,,,,,,,,,,"paint","survey",,,,,,,,,,,,,"http://www.russellpaints.co.uk/",,,
"node/2337325340",55.9275946,-3.2095289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruitalicious",,,,,,,,,,,,,,,,,,,,,,,"greengrocer",,,,,,,,,,,,,,,,,
"node/2339288041",55.9478164,-3.1914928,,,,,,"45",,,,"George IV Bridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"newsagent","survey",,,,,,,,,,,,,,,,
"node/2339288043",55.9480844,-3.1870409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richer Sounds",,,,,,,,,,,,,,,,,,,,,,,"hifi","survey",,,,,,,,,,,,,,,,
"node/2339288045",55.950483,-3.1874084,,,,,,"27",,,,"North Bridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Specsavers",,,,,,,,,,,,,,,,,,,,,,,"optician","survey",,,,,,,,,,,,,,,,
"node/2339288051",55.9507985,-3.1881221,,,,,,"32",,,,"North Bridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuh",,,,,,,,,,,,,,,,,,,,,,,"shoes","survey",,,,,,,,,,,,,,,,
"node/2339288056",55.9457019,-3.1908897,,,,,,"24",,,,"Forrest Road",,,"Forrest Road News",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Premier",,,,,"Mo-Su 06:00-22:00",,,,,"+44 131 226 4777",,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/2341325312",55.9026428,-3.2873221,,,,,,,,,,,,,,"cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood's Deli",,,,,,,,,,,,,,,,,,,,,,,"deli","survey",,,,,,,,,,,,,,,,
"node/2342800457",55.9557874,-3.1939338,,,,,,"4",,,,"Queen Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bath store",,,,,,,,,,,,,,,,,,,,,,,"bathroom_furnishing","survey",,,,,,,,,,,,,,,,
"node/2342800525",55.9557589,-3.1941385,,,,,,"6",,,,"Queen Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Novia",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,,,,
"node/2342800550",55.9577028,-3.1992123,,,,,,"43",,,,"Dundas Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James Scott",,,,,,,,,,,,,,,,,,,,,,,"antiques","survey",,,,,,,,,,,,,,,,
"node/2342800571",55.9576215,-3.1997738,,,,,,"48-50",,,,"Dundas Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ian Dickson Travel",,,,,,,,,,,,,,,,,,,,,,,"travel_agency","survey",,,,,,,,,,,,,,,,
"node/2342839057",55.9508285,-3.2046182,,,,,,"127",,,,"Princes Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vans",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://vans.co.uk/",,,
"node/2350130007",55.9740233,-3.1894803,,,,,,"133",,,,"Newhaven Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fireplace Design",,,,,,,,,,"+44 131 555 4290",,,,,,,,,,,,,"fireplace","survey",,,,,,,,,,,,,"http://www.fireplacedesign.org.uk/contact-us/",,,
"node/2350130020",55.9744549,-3.1859511,,,,,,"142",,,,"Ferry Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferry Road Mini Market",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/2350130025",55.965407,-3.1919843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunedin Builders Merchants",,,,,,,,,,,,,,,,,,,,,,,"hardware","survey",,,,,,,,,,,,,,,,
"node/2351659888",55.907691,-3.2580286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"David Waddell & Son Ltd",,,,,,,,,,,,,,,,,,,,,,,"car_repair",,,,,,,,,,,,,,,,,
"node/2360259790",55.9622097,-3.1959473,,,,,,"24",,,,"Rodney Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beerhive",,,,,,,,,,,,,,,,,,,,,,,"alcohol","survey",,,,,,,,,,,,,,,,
"node/2366071386",55.9588888,-3.2114704,,,,,,"29",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"William Hill",,,,,,,,,,,,,,,,,,,,,,,"bookmaker","survey",,,,,,,,,,,,,,,,
"node/2366138545",55.9536319,-3.1976493,,,,,,"33",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Penhaligon's",,,,,,,,,,,,,,,,,,,,,,,"boutique","survey",,,,,,,,,,,,,"http://www.penhaligons.com/",,,
"node/2367498393",55.923014,-3.3971797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tiso",,,,,,,,,,,,,,,,,,,,,,,"outdoor",,,,,,,,,,,,,,,,,
"node/2369894304",55.9605831,-3.2562851,,,,,,"6-8-10",,,,"Telford Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peffer Paint",,,,,,,,,,"+44 131 343 1547",,,,,,,,,,,,,"paint","survey",,,,,,,,,,,,,,,,
"node/2369894312",55.9557826,-3.2585983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decorum Decor",,,,,,,,,,,,,,,,,,,,,,,"interior_decoration","survey",,,,,,,,,,,,,,,,
"node/2369894322",55.9558038,-3.2586685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mel Mackey",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2369894336",55.955829,-3.2587294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Corner Shop",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/2369894350",55.9601955,-3.2559944,,,,,,"18",,,,"Hillhouse Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackhall Framing Gallery",,,,,,,,,,"+44 131 343 6264",,,,,,,,,,,,,"art","survey",,,,,,,,,,,,,"https://haveitframed.co.uk/",,,
"node/2369894397",55.9605986,-3.256504,,,,,,"4",,,,"Telford Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonya Moore",,,,,,,,,,"+44 131 343 2042",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2370012271",55.9761633,-3.2226174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotmid",,,,,"Mo-Su 07:00-22:00",,,,,,,,,,,,,,,,,,"convenience",,,,,,,,,,,,,,,,,
"node/2370012276",55.9761813,-3.222435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hairizon",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2370012283",55.9761452,-3.2228239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"newsagent",,,,,,,,,,,,,,,,,
"node/2370012290",55.9761163,-3.2231328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Day-Today",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/2370012310",55.9712837,-3.2424683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forth Store",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/2375455097",55.944348,-3.2121609,,,,,,"3",,,,"Upper Grove Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corner Shop",,,,,,,,,,,,,,,,,,,,,,,"convenience",,,,,,,,,,,,,,,,,
"node/2375455101",55.944374,-3.2121122,,,,,,"36A",,,,"Grove Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glamour Pooch",,,,,,,,,,,,,,,,,,,,,,,"pet","survey",,,,,,,,,,,,,,,,
"node/2375455103",55.9391289,-3.2274397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnardo's",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/2375455104",55.9458005,-3.2217189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fine Fellas",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2375455106",55.9391712,-3.2271024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eden Aquatics And Reptiles",,,,,,,,,,,,,,,,,,,,,,,"pet","survey",,,,,,,,,,,,,,,,
"node/2375455107",55.9457991,-3.2216087,,,,,,"79-81",,,,"Haymarket Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drummond","sewing machines",,,,,,,,,,,,,,,,,,,,,,"houseware","survey",,,,,,,,,,,,,,,,
"node/2375455110",55.9460465,-3.2218029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldow",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2375455115",55.9428985,-3.2111208,,,,,,"92",,,,"Grove Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stamper's Grove",,,,,,,,,,"+44 131 221 9440",,,,,,,,,,,,,"art","survey",,,,,,,,,,,,,"http://www.stampersgrove.co.uk/",,,
"node/2375455119",55.9435914,-3.2115809,,,,,,"58",,,,"Grove Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siller & Donaldson",,,,,,,,,,"+44 131 229 5870",,,,,,,,,,,,,"antiques","survey",,,,,,,,,,,,,,,,
"node/2375455124",55.943645,-3.2116314,,,,,,"54",,,,"Grove Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benny's",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2381052766",55.9453731,-3.1841997,,,,,,"74",,,,"Nicolson Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greggs",,,,,,,,,,,,,,,,,,,,,,,"bakery","survey",,,,,,,,,,,,,"http://greggs.co.uk/",,,
"node/2381060152",55.9455833,-3.1843657,,,,,,"56-58",,,"EH8 9DT","Nicolson Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lidl",,,,,"Mo-Sa 07:00-22:00; Su 08:00-22:00",,,,,,,,,,,,,,,,,,"supermarket","survey",,,,,,,,,,,,,,,,
"node/2381060155",55.9459241,-3.1847358,,,,,,"38",,,,"Nicolson Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mc Coll's",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/2381060157",55.9454679,-3.1842943,,,,,,"70",,,,"Nicolson Street",,,,,,,,,,,,,,,,,,,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,"Superdrug",,,,,"Mo-Fr 09:00-18:00; Sa 09:00-17:30; Su 11:00-18:30",,,,,"+44 131 667 5070",,,,,,,,,,,,,"chemist","survey",,,,,,,,,,,,,"http://www.superdrug.com/store/Southbridge",,,
"node/2381063349",55.9448911,-3.1849785,,,,,,"17",,,"EH8 9DB","West Nicolson Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Head",,,,,,,,,,,,,,,,,,,,,,,"hairdresser",,,,,,,,,,,,,,"http://hotheadhair.co.uk",,,
"node/2381071967",55.9445687,-3.1855914,"Edinburgh",,,,,"47",,,"EH8 9DB","West Nicolson Street",,,,,,,,"comic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deadhead Comics",,,,,,,,,,,,,,,,,,,,,,,"books",,,,,,,,,,,,,,"http://deadheadcomics.co.uk/",,,
"node/2381071968",55.9446994,-3.1853312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Digger",,,,,,,,,,,,,,,,,,,,,,,"gift",,,,,,,,,,,,,,,,,
"node/2382624230",55.9456883,-3.2048824,,,,,,"6-8",,,,"Bread Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crown Couture",,,,,,,,,,"+44 131 229 2128",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,"http://www.crowncouture.co.uk/",,,
"node/2382624240",55.9459248,-3.2041529,,,,,,"29",,,,"Bread Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duncan McLaren",,,,,,,,,,,,,,,,,,,,,,,"locksmith","survey",,,,,,,,,,,,,,,,
"node/2385906021",55.9496046,-3.212114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Birrell Rainford",,,,,,,,,,"+44 131 226 7833",,,,,,,,,,,,,"optician","survey",,,,,,,,,,,,,"http://www.birrellrainford.co.uk/",,,
"node/2385906023",55.9499867,-3.2113388,,,,,,"34",,,,"Alva Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eve Manders",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2385906025",55.948725,-3.2141218,,,,,,"45",,,,"William Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liggy's Cake Company",,,,,,,,,,,,,,,,,,,,,,,"confectionery","local_knowledge",,,,,,,,,,,,,,,,
"node/2385906027",55.9497491,-3.2116532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hogarth",,,,,"Mo-Fr 10:00-17:30, Sa 09:30-17:30",,,,,"+44 131 220 0107",,,,,,,,,,,,,"bag","survey",,,,,,,,,,,,,"https://www.hogarth-design.com/",,,
"node/2385906028",55.9487018,-3.2136165,,,,,,"28",,,,"William Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freddy Antabi",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","local_knowledge",,,,,,,,,,,,,,,,
"node/2385906029",55.9487507,-3.2140649,,,,,,"43",,,,"William Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lily Luna",,,,,,,,,,,,,,,,,,,,,,,"jewelry","local_knowledge",,,,,,,,,,,,,,,,
"node/2385906030",55.9499273,-3.211442,,,,,,"17",,,,"Stafford Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marina Rinaldi",,,,,,,,,,"+44 131 225 8566",,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://gb.marinarinaldi.com/",,,
"node/2385912306",55.9536325,-3.2004827,,,,,,"47",,,,"Frederick Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickson Reid",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,"http://www.dicksonreid.co.uk/",,,
"node/2385912334",55.9537653,-3.1999718,,,,,,"66-68",,,,"Thistle Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macintyre's",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2385912336",55.9537264,-3.2001956,,,,,,"72",,,,"Thistle Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joseph Bonnar",,,,,,,,,,,,,,,,,,,,,,,"jewelry","survey",,,,,,,,,,,,,"http://www.josephbonnar.com/",,,
"node/2386094085",55.962477,-3.1962335,,,,,,"6",,,,"Rodney Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floritalia",,,,,"Mo-Sa 10:00-18:00; Su 10:00-16:00",,,,,"+44 131 556 9623",,,,,,,,,,,,,"florist","survey",,,,,,,,,,,,,"http://www.fioritalia.co.uk/",,,
"node/2388577573",55.9533994,-3.2965007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Day-Today",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/2388577582",55.960065,-3.2959966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barrhead Travel",,,,,,,,,,,,,,,,,,,,,,,"travel_agency","survey",,,,,,,,,,,,,,,,
"node/2388577583",55.9533871,-3.2965592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2388577588",55.9595628,-3.3005223,,,,,,"3",,,,"Drum Brae North",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gail Stewart",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/2391228954",55.9653982,-3.2704022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ballantine Goldie",,,,,,,,,,,,,,,,,,,,,,,"optician",,,,,,,,,,,,,,,,,
